_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
2.4994,132.8884422880024,11.8142607457789,132.88838980141,11.81424984464,1.1513,0.0197,-11.559,0.021,-2.453,0.015,0,12.55852,0.002766,12.859772,0.002853,12.093612,0.003813,0.76616
2.5006,132.8851935046986,11.7978817650864,132.88514110293,11.79787151186,1.2061,0.0274,-11.541,0.028,-2.307,0.021,0,12.479906,0.002763,12.794325,0.002843,12.003352,0.003793,0.790973
2.5053,132.8033217796222,11.8173592523127,132.80332177962,11.81735925231,,,,,,,0,20.85694,0.012654,21.39331,0.355335,19.957602,0.118536,1.435709
2.5251,132.8820550914619,11.7911972396181,132.88200269671,11.79113734951,1.0278,0.5461,-11.54,0.578,-13.475,0.432,0,19.84584,0.004963,20.89666,0.109266,18.682266,0.032,2.214394
2.5464,132.8071656235475,11.8330291003286,132.80714413996,11.83304910175,1.0033,0.0227,-4.731,0.023,4.5,0.016,0,14.16571,0.002765,14.448576,0.002926,13.719557,0.003852,0.729019
2.5503,132.8839576359917,11.834345784853,132.88390694835,11.83433138428,1.0569,0.0229,-11.162,0.025,-3.24,0.018,0,12.486162,0.002764,12.785299,0.002839,12.02574,0.003801,0.75956
2.5603,132.8767592075191,11.7837777074933,132.87670859598,11.78376416273,1.1085,0.1059,-11.148,0.112,-3.048,0.081,0,17.182396,0.00286,17.998962,0.015782,16.298824,0.007095,1.700138
2.592,132.834451682099,11.7721689951004,132.83440759469,11.77216174868,2.5056,0.7321,-9.711,0.76,-1.63,0.595,0,17.40041,0.004449,17.85593,0.024373,16.075253,0.007805,1.780678
2.6068,132.886279486549,11.8318047150226,132.88628678852,11.83177332286,0.5498,0.445,1.608,0.456,-7.063,0.354,0,19.711712,0.004257,20.427425,0.088253,18.75904,0.036076,1.668385
2.6293,132.8357228866313,11.7712256109801,132.83567249612,11.77121175451,1.173,0.0184,-11.099,0.019,-3.118,0.015,0,12.782083,0.002766,13.013401,0.002887,12.40771,0.003826,0.605691
