_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
14.8705,97.1968799853727,-31.1011293798198,97.19688741305,-31.10110109982,0.3786,0.4754,0.0343,0.5252,1.431,0.568,6.363,0.573,0,20.343536,0.006563,20.9895,0.128555,19.425959,0.045996,1.563541
14.8715,97.1053023553266,-31.2708340622238,97.10528958966,-31.27079201778,0.1226,0.1409,0.9591,0.1614,-2.455,0.166,9.46,0.171,0,18.809486,0.003427,19.853548,0.051229,17.84635,0.015588,2.007198
14.8746,97.417942257326,-31.03480416098,97.41794377191,-31.03481384098,0.6259,0.869,0.0222,1.0517,0.292,1.048,-2.178,1.027,0,20.746738,0.009314,20.870052,0.103715,20.276163,0.093368,0.593889
14.8759,97.1718837957475,-31.4405872378962,97.17189433929,-31.44061429123,0.0098,0.0111,1.1176,0.0132,2.024,0.013,-6.087,0.014,0,14.020238,0.002761,14.325809,0.002878,13.550764,0.003844,0.775045
14.8839,97.2486149940679,-31.0677869140201,97.24863123998,-31.06781012291,0.5261,0.7396,0.2702,0.7289,3.131,0.79,-5.222,1.109,0,20.52408,0.00828,20.074036,0.119971,19.196569,0.167059,0.877466
14.8854,97.4835065274176,-31.5182822052621,97.48351321645,-31.51825062304,0.2014,0.2147,0.0191,0.2626,1.283,0.266,7.106,0.263,0,19.618233,0.004114,20.507372,0.091855,18.716717,0.026204,1.790655
14.8862,97.6832838074661,-31.3115218560611,97.6832826578,-31.31151398495,0.1657,0.1938,-0.1652,0.2444,-0.221,0.238,1.771,0.234,0,19.31011,0.003668,19.734142,0.043467,18.743608,0.023329,0.990534
14.8872,97.3926200186238,-31.033855803322,97.39261319269,-31.0338325411,0.1348,0.1435,0.4654,0.1715,-1.316,0.2,5.234,0.175,0,18.994961,0.003456,19.43004,0.031695,18.414661,0.017771,1.015379
14.89,97.5104345554077,-31.0542914536309,97.51042798222,-31.05427854252,0.3431,0.4054,-0.1322,0.4812,-1.267,0.467,2.905,0.475,0,20.202274,0.005895,20.674801,0.104091,19.498671,0.058419,1.17613
14.8908,97.6827375060105,-31.3158165271466,97.68273422333,-31.31580290048,0.0318,0.0375,0.2147,0.0444,-0.631,0.046,3.066,0.048,0,16.580305,0.002802,16.866602,0.004955,16.136873,0.005691,0.729729
14.894,97.4508623569871,-31.5255663422278,97.45086498484,-31.52555460445,0.338,0.4142,-0.3486,0.4871,0.504,0.428,2.641,0.484,0,20.323412,0.005924,20.848198,0.090038,19.526291,0.065032,1.321907
14.8951,97.4289330660459,-31.0354071189198,97.42892680538,-31.03539619892,0.0206,0.0221,0.4136,0.0266,-1.207,0.029,2.457,0.028,0,15.592874,0.002779,15.865685,0.003588,15.156498,0.004024,0.709188
14.896,97.6718874575447,-31.3573477019066,97.67189226143,-31.35733271524,0.0421,0.047,0.8756,0.0583,0.923,0.06,3.372,0.06,0,17.050413,0.002836,17.633053,0.007325,16.347408,0.006466,1.285645
14.9062,97.533727217404,-31.500285189932,97.53374571165,-31.5003322966,0.0868,0.0955,1.185,0.1102,3.548,0.118,-10.599,0.119,0,18.274717,0.003053,19.268299,0.041081,17.270702,0.011166,1.997597
14.9068,97.264364614226,-31.0600704006722,97.26436343648,-31.06006177845,0.0799,0.0848,0.1372,0.1026,-0.227,0.116,1.94,0.109,0,18.267866,0.003035,18.581457,0.019899,17.824675,0.019754,0.756783
14.9102,97.1116587691,-31.33809383301,97.1116587691,-31.33809383301,2.9178,3.9831,,,,,,,0,21.083626,0.022938,20.864079,0.181885,20.023819,0.157412,0.84026
14.9116,97.5717310086194,-31.084695113898,97.57174607937,-31.08470910501,0.0131,0.0146,0.871,0.0171,2.904,0.018,-3.148,0.018,0,14.596866,0.002765,14.926788,0.00306,14.098516,0.003915,0.828272
14.9119,97.3490893059459,-31.0365500151446,97.34907331953,-31.03653981959,0.3552,0.42,1.2924,0.5117,-3.082,0.489,2.294,0.518,0,20.223682,0.005982,20.91869,0.109487,19.40453,0.060726,1.51416
14.912,97.2774756472457,-31.5093342189778,97.27747768035,-31.5093339212,0.6001,0.7013,-0.0858,0.8668,0.39,0.872,0.067,0.771,0,20.757212,0.009569,21.213554,0.160394,20.163332,0.089573,1.050222
14.9124,97.5790738417052,-31.4744853517301,97.57909032456,-31.47448268062,0.514,0.7367,0.4877,0.7796,3.163,0.634,0.601,0.817,0,20.662998,0.008412,21.419376,0.19643,19.619865,0.093204,1.799511
14.9195,97.3434303925061,-31.0372382922967,97.3434313573,-31.03723362563,0.846,1.0938,1.2714,1.2905,0.186,1.211,1.05,1.622,0,20.818697,0.013034,20.859104,0.171925,20.209364,0.126248,0.64974
14.92,97.1847865668347,-31.1101996311344,97.18478897548,-31.11018350669,0.0307,0.0336,0.2355,0.0402,0.464,0.043,3.628,0.043,0,16.474754,0.002803,16.966066,0.005382,15.829275,0.004841,1.136791
14.9238,97.6640801325128,-31.3770398753664,97.66407237597,-31.3770244087,0.0326,0.0368,0.213,0.0437,-1.49,0.046,3.48,0.046,0,16.594343,0.002815,16.924442,0.007183,16.081442,0.005364,0.843
14.9332,97.127311156596,-31.1842218691022,97.1273113644,-31.18420464688,0.0922,0.1083,0.5464,0.1258,0.04,0.124,3.875,0.127,0,18.428213,0.003168,18.850639,0.020573,17.864544,0.017838,0.986095
14.9381,97.6816401180778,-31.3267059223278,97.68164229291,-31.32669502455,0.1891,0.212,0.4335,0.271,0.418,0.276,2.452,0.267,0,19.514885,0.004022,20.056108,0.059422,18.787424,0.043578,1.268684
14.9402,97.5963835884973,-31.4620649229844,97.59638075401,-31.46205423854,0.0724,0.0859,0.2419,0.0973,-0.544,0.096,2.404,0.103,0,18.125679,0.00304,18.50848,0.018879,17.576208,0.011414,0.932272
14.9417,97.1763152342078,-31.4466511650876,97.17629722463,-31.4466918362,0.3392,0.46,1.0275,0.496,-3.457,0.461,-9.151,0.599,0,20.308689,0.005664,21.075586,0.105605,19.154474,0.03803,1.921112
14.9424,97.6803925933396,-31.3326234962843,97.68038749413,-31.33260525184,0.2636,0.3006,-0.2354,0.3632,-0.98,0.393,4.105,0.376,0,19.846561,0.00489,20.531544,0.064888,19.146723,0.045997,1.384821
14.9424,97.2135492471893,-31.4769420746355,97.21355432819,-31.47694439908,0.1454,0.1708,-0.2285,0.2004,0.975,0.207,-0.523,0.22,0,19.219715,0.003783,19.678095,0.028269,18.697287,0.027114,0.980808
14.943,97.6832347985757,-31.2456195693532,97.68324105754,-31.24560595602,0.3249,0.3973,-0.1399,0.4827,1.204,0.457,3.063,0.511,0,20.172291,0.00587,20.90007,0.108963,19.358362,0.070911,1.541708
14.9433,97.275073687427,-31.0550299094162,97.27505323101,-31.05501901164,0.0154,0.017,0.6983,0.0204,-3.943,0.021,2.452,0.022,0,15.202721,0.002767,15.58695,0.003156,14.656459,0.003923,0.930491
14.9437,97.6864053825663,-31.2864758996866,97.68638830338,-31.28646344191,0.8311,1.0985,-0.9621,1.2314,-3.284,1.159,2.803,1.478,0,20.902353,0.011808,21.473587,0.251085,19.862215,0.165625,1.611372
14.9444,97.2394148826555,-31.4925985040551,97.23937198662,-31.49262672184,0.7816,0.8523,3.8035,1.0619,-8.23,1.05,-6.349,1.114,1,19.456917,0.01568,19.642967,0.043463,18.40568,0.025398,1.237288
14.9456,97.33184761095,-31.03878438056,97.33184761095,-31.03878438056,2.26,3.1549,,,,,,,0,21.030186,0.015207,19.884502,0.074018,18.293022,0.027452,1.59148
14.9497,97.1473492342851,-31.1507241461087,97.14734262326,-31.15071185722,0.067,0.0722,0.1915,0.0857,-1.273,0.091,2.765,0.091,0,17.819372,0.002946,18.245426,0.01375,17.230791,0.009243,1.014635
14.9514,97.4337488644857,-31.0350593507696,97.43373877069,-31.03496939077,0.4218,0.4296,0.7002,0.578,-1.946,0.507,20.241,0.489,0,20.236036,0.006232,21.145054,0.135944,19.143517,0.066302,2.001537
14.9525,97.1173129332485,-31.3583182753744,97.11731470805,-31.35830639093,0.5549,0.5903,-0.0224,0.7353,0.341,0.659,2.674,0.731,0,20.618174,0.007921,21.456266,0.191916,19.460882,0.044339,1.995384
14.9544,97.6618241164091,-31.3828182918307,97.66183390379,-31.38280430072,0.0597,0.0677,0.1401,0.0799,1.88,0.084,3.148,0.086,0,17.629663,0.002908,18.008781,0.016238,17.100874,0.010755,0.907907
14.9546,97.6753291077143,-31.3510045161189,97.67532910251,-31.35099158723,0.2113,0.2471,0.3345,0.3118,-0.001,0.316,2.909,0.318,0,19.707043,0.004372,20.231459,0.071607,19.058191,0.043065,1.173267
14.9548,97.532698973951,-31.5017403729042,97.53270638636,-31.50172996846,0.0756,0.0801,0.1638,0.0919,1.422,0.103,2.341,0.099,0,18.03352,0.003003,18.489298,0.02259,17.420111,0.012679,1.069187
14.9556,97.3009771435051,-31.046035627861,97.30098160998,-31.04602427675,0.062,0.0659,0.1907,0.0778,0.861,0.086,2.554,0.083,0,17.799854,0.002896,18.19375,0.014192,17.242258,0.010437,0.951492
14.9557,97.6818063016533,-31.2370251619496,97.68181671845,-31.23701264195,0.6895,0.8965,0.5455,1.0216,2.004,0.937,2.817,1.171,0,20.774488,0.012428,21.016432,0.179417,19.833124,0.100284,1.183308
14.962,97.1414341177261,-31.4055580504867,97.14145094256,-31.40560351271,0.0805,0.0943,0.8543,0.1085,3.231,0.11,-10.229,0.12,0,18.204861,0.00303,19.03953,0.027659,17.178301,0.016227,1.861229
14.9687,97.1142335183114,-31.2140148879635,97.11420507657,-31.2140403413,0.1514,0.1765,1.0656,0.2074,-5.473,0.21,-5.727,0.208,0,19.185244,0.003691,20.248814,0.083328,18.133093,0.018111,2.115721
14.9721,97.3790454966511,-31.032755910963,97.37903665831,-31.03278421763,0.0472,0.0518,0.7242,0.0605,-1.704,0.066,-6.369,0.064,0,17.273396,0.002848,17.865345,0.008662,16.546724,0.006397,1.318621
14.9786,97.2447030254288,-31.4961695454862,97.24471440921,-31.49610127882,0.1042,0.1174,0.6737,0.1406,2.184,0.135,15.36,0.146,0,18.65029,0.00327,19.433569,0.034253,17.829351,0.015858,1.604218
14.9802,97.571282770148,-31.0829783413587,97.57128944911,-31.08297481247,0.4416,0.4956,0.1864,0.6089,1.287,0.657,0.794,0.585,0,19.866175,0.007482,20.815111,0.105565,18.56102,0.033535,2.254091
14.9818,97.1877136370455,-31.1061566284966,97.18771706299,-31.10613768183,0.0214,0.0232,0.3409,0.0279,0.66,0.03,4.263,0.03,0,15.793444,0.002783,16.056927,0.003666,15.365202,0.004238,0.691725
14.9833,97.2372676343721,-31.07184232033,97.2372653201,-31.07182992033,0.4857,0.5575,-0.1325,0.6904,-0.446,0.648,2.79,0.674,0,20.534624,0.007653,20.779165,0.129845,19.849285,0.081071,0.92988
14.9842,97.4200077780047,-31.5307744281622,97.42000978029,-31.53076644594,0.1204,0.1397,0.1415,0.1578,0.384,0.157,1.796,0.169,0,18.853939,0.003299,19.372141,0.038577,18.219843,0.018985,1.152298
14.9844,97.1314515574196,-31.3901347683755,97.13145405652,-31.39010641282,0.5106,0.5721,1.1934,0.7223,0.48,0.634,6.38,0.707,0,20.648954,0.007758,21.183735,0.125176,19.782198,0.074124,1.401537
14.9853,97.1412142516449,-31.4060266848189,97.14121130429,-31.40602967593,0.1733,0.1868,0.94,0.2419,-0.566,0.252,-0.673,0.23,0,19.233925,0.004148,,,,,
14.9859,97.1137515332344,-31.2143929849291,97.11372845963,-31.21442715382,0.5631,0.7517,2.7046,0.8974,-4.44,0.85,-7.688,0.88,0,20.677803,0.009725,21.99852,0.271695,19.409079,0.085587,2.589441
14.9865,97.3739095893348,-31.0328298866822,97.37390690256,-31.03282226446,0.0238,0.0266,0.0508,0.0308,-0.518,0.033,1.715,0.033,0,16.020262,0.002782,16.521503,0.004119,15.359167,0.00465,1.162336
14.987,97.1173490908735,-31.3602474217577,97.11735474329,-31.36027656398,0.2185,0.2553,0.0774,0.307,1.086,0.29,-6.557,0.3,0,19.777445,0.004417,20.596689,0.06656,18.899914,0.023583,1.696775
14.9875,97.6482201075044,-31.157455511181,97.64821592663,-31.15743272007,0.1717,0.1894,0.1021,0.2309,-0.805,0.255,5.128,0.232,0,19.225857,0.003865,19.894962,0.058544,18.325638,0.022124,1.569324
14.9905,97.2558725954997,-31.5018583163491,97.25589544785,-31.50176556524,0.0621,0.0663,1.0554,0.0798,4.384,0.082,20.869,0.085,0,17.790712,0.00296,18.783823,0.018512,16.791222,0.005964,1.992601
14.9927,97.5050783317221,-31.0504905447633,97.50508250789,-31.05049969143,0.759,0.7936,-1.4408,0.9576,0.805,1.02,-2.058,0.962,0,20.786623,0.009919,21.594286,0.159365,19.577757,0.104661,2.016529
14.9927,97.1034977851793,-31.3016172669843,97.1034915277,-31.30161178254,0.0108,0.012,0.607,0.014,-1.203,0.014,1.234,0.015,0,14.210093,0.002764,14.507792,0.002956,13.75485,0.003881,0.752941
14.9931,97.5076934820614,-31.5126081072422,97.50769748064,-31.51257080502,0.0412,0.0443,0.5158,0.0512,0.767,0.053,8.393,0.054,0,17.153355,0.00283,17.560377,0.010419,16.587477,0.006814,0.9729
14.9932,97.531969974472,-31.0612500963714,97.53199242975,-31.06125296304,0.0307,0.0348,1.6539,0.0414,4.328,0.042,-0.645,0.043,0,16.485031,0.002801,17.276972,0.007086,15.616611,0.004613,1.66036
14.9949,97.6825132173876,-31.3278766705196,97.68252367024,-31.32784171052,0.1234,0.1453,1.0329,0.1746,2.009,0.176,7.866,0.184,0,18.583643,0.003909,19.677517,0.051195,17.473011,0.010432,2.204506
14.9954,97.6873231297596,-31.275505347131,97.6873291307,-31.27550123602,0.2699,0.2966,-0.1685,0.3672,1.154,0.413,0.925,0.365,0,19.925608,0.004867,20.175644,0.056793,19.428194,0.055339,0.74745
14.9959,97.1042348279817,-31.3089954102386,97.10422658286,-31.30897736135,0.0841,0.0963,0.3275,0.114,-1.585,0.117,4.061,0.124,0,18.336861,0.003045,18.980549,0.030926,17.63002,0.016971,1.350529
14.9963,97.5013389055528,-31.5149038840355,97.50133629364,-31.51481916848,0.0167,0.0171,2.7025,0.0202,-0.501,0.021,19.061,0.02,0,12.883542,0.002771,13.211357,0.002836,12.38575,0.003806,0.825607
14.9967,97.3675272823504,-31.5307989371407,97.36751757335,-31.53078582603,0.6794,0.6795,1.236,0.9196,-1.862,0.954,2.95,0.771,0,20.566959,0.008498,20.916553,0.179192,19.433714,0.080412,1.48284
15.0003,97.5569841067523,-31.0738795824577,97.55698826838,-31.07386944468,0.5416,0.745,-0.3173,0.7994,0.802,0.709,2.281,0.846,0,20.645899,0.014023,21.346151,0.152896,19.680971,0.079453,1.66518
15.0128,97.2112382575624,-31.4768884997988,97.21123258769,-31.47686193091,0.1985,0.239,0.0049,0.273,-1.088,0.274,5.978,0.293,0,19.689564,0.004377,20.28541,0.053815,19.047871,0.031271,1.237539
15.0166,97.4028825333973,-31.031747874191,97.40288847743,-31.03175820308,0.3129,0.3844,0.4362,0.4412,1.146,0.446,-2.324,0.435,0,20.142454,0.005438,20.7131,0.107109,19.344093,0.062849,1.369007
15.0176,97.4444369708789,-31.5286734360643,97.44443176714,-31.52865587162,0.0354,0.0373,0.7292,0.0434,-0.998,0.048,3.952,0.048,0,16.679157,0.002815,17.234545,0.005568,15.97725,0.004697,1.257295
15.0217,97.6209059479744,-31.4415631063947,97.62087779163,-31.44156692862,0.0301,0.0332,1.0541,0.0383,-5.405,0.041,-0.86,0.041,0,15.994155,0.002821,16.497452,0.005699,15.311305,0.00398,1.186147
15.0232,97.10347517579,-31.30718653313,97.10347517579,-31.30718653313,23.8561,21.2034,,,,,,,0,21.826487,0.049887,19.480957,0.079153,17.77977,0.037094,1.701187
15.0247,97.4561007598326,-31.5268799773999,97.45610599997,-31.5268641374,0.0869,0.0939,-0.0075,0.1081,1.005,0.114,3.564,0.116,0,17.962782,0.003833,18.251713,0.017353,17.401432,0.011004,0.850281
15.0255,97.3041637842559,-31.5199948440388,97.30419780875,-31.52007439071,0.06,0.0636,1.1835,0.0777,6.526,0.082,-17.898,0.079,0,17.708435,0.002957,18.556492,0.015968,16.808357,0.008509,1.748135
15.0276,97.3933371660242,-31.5323988104777,97.39334008086,-31.5324009927,0.0194,0.0201,0.3087,0.0238,0.559,0.027,-0.491,0.026,0,15.026772,0.003116,15.10776,0.015528,14.470999,0.020613,0.636762
15.0285,97.14837477627,-31.41750573894,97.14837477627,-31.41750573894,1.2734,1.747,,,,,,,0,21.100405,0.021046,20.74983,0.22635,19.603706,0.124219,1.146124
15.0297,97.2790879085961,-31.0519277955332,97.2790931224,-31.0519182222,0.6625,0.8802,-0.434,0.8796,1.005,1.042,2.154,1.086,0,20.807383,0.009407,21.202913,0.117824,20.122755,0.103318,1.080158
15.0333,97.1101300327966,-31.2230676853699,97.11012423788,-31.22305940537,0.4717,0.6,-0.0518,0.6849,-1.115,0.639,1.863,0.717,0,20.563282,0.008097,20.904493,0.133534,19.686924,0.069508,1.217569
15.0364,97.678784697358,-31.3453937616022,97.67878190282,-31.34538185938,0.2256,0.2688,-0.1263,0.3342,-0.537,0.338,2.678,0.344,0,19.63765,0.004247,20.134018,0.05057,19.051611,0.032707,1.082407
15.0374,97.2807472439644,-31.0511835338486,97.28073876706,-31.05117760496,0.0671,0.0738,0.492,0.0892,-1.634,0.099,1.334,0.097,0,18.014751,0.00296,18.659073,0.015564,17.288887,0.00833,1.370186
15.0426,97.484579047175,-31.0432362080247,97.48460138408,-31.04324602136,0.4184,0.5309,0.5419,0.6129,4.306,0.557,-2.208,0.627,0,20.419069,0.007004,21.209732,0.151043,19.19433,0.051516,2.015402
15.0427,97.2083071343546,-31.0887993730285,97.20833801931,-31.08866851081,0.2358,0.3267,3.9812,0.3219,5.951,0.384,29.444,0.515,0,19.714369,0.004827,,,,,
15.0442,97.3733175729564,-31.5320184653493,97.37330378099,-31.53199578535,0.0146,0.0154,0.5618,0.0185,-2.645,0.021,5.103,0.02,0,14.930522,0.002766,15.278924,0.003088,14.405745,0.003911,0.873179
15.046,97.3004050480997,-31.0447795659318,97.30057848095,-31.04455066827,0.3612,0.4245,1.6883,0.464,33.433,0.521,51.502,0.473,0,20.279865,0.005566,21.116333,0.126616,19.281548,0.055379,1.834785
15.0479,97.6798152668837,-31.2219330440023,97.67985278527,-31.22195514623,0.2302,0.2767,1.5746,0.3305,7.219,0.341,-4.973,0.357,0,19.677412,0.004477,20.783941,0.116983,18.291285,0.025239,2.492657
15.0489,97.3936242167144,-31.5327538375577,97.39362714199,-31.53275661978,0.031,0.0347,0.3513,0.0381,0.561,0.044,-0.626,0.047,0,15.787785,0.002851,,,,,
15.049,97.36740627331,-31.0322424785,97.36740627331,-31.0322424785,2.6465,3.9669,,,,,,,0,21.303564,0.027751,20.907804,0.408364,19.870375,0.225772,1.03743
15.0505,97.116816332212,-31.2022815679297,97.11680676101,-31.20226780793,0.1693,0.2091,0.2148,0.2321,-1.842,0.246,3.096,0.261,0,19.31885,0.003864,19.828068,0.04909,18.60339,0.023116,1.224678
15.0505,97.3790366300579,-31.5324274561454,97.37903029459,-31.53241510059,0.0383,0.0414,0.3218,0.0499,-1.215,0.055,2.78,0.054,0,16.948566,0.002829,17.26582,0.008112,16.470453,0.005925,0.795366
15.0511,97.4446468918719,-31.0347235612966,97.44465143562,-31.03471693463,0.3524,0.4402,-0.6299,0.5168,0.876,0.491,1.491,0.485,0,20.376453,0.006134,20.881844,0.078738,19.812202,0.060868,1.069641
15.0525,97.5595570227146,-31.0743030994292,97.55957168188,-31.07430649943,0.1605,0.1999,0.0086,0.2366,2.825,0.222,-0.765,0.226,0,19.219976,0.003664,19.908873,0.050211,18.470921,0.029301,1.437952
15.0536,97.2079019323926,-31.0888473344297,97.20793683952,-31.08871616999,0.1466,0.1629,4.1285,0.1941,6.726,0.217,29.512,0.211,0,18.914597,0.004333,20.490595,0.092597,17.280029,0.017334,3.210566
15.0543,97.5299220961383,-31.5048842627348,97.52990820392,-31.50486174718,0.8135,0.8866,0.2996,1.145,-2.665,1.021,5.066,1.441,0,20.738384,0.010917,20.902725,0.151192,19.849133,0.143356,1.053593
15.056,97.3308690348118,-31.0371064997921,97.33087534746,-31.03708363757,0.0233,0.0254,0.3369,0.0296,1.217,0.033,5.144,0.032,0,15.98331,0.002779,16.438053,0.004128,15.36327,0.004163,1.074783
15.0579,97.539004262504,-31.0633194649144,97.53900554406,-31.06330750047,0.2011,0.2454,-0.0414,0.293,0.247,0.284,2.692,0.291,0,19.589262,0.004257,20.027021,0.060113,18.99383,0.041544,1.033192
15.058,97.6287147975415,-31.1302265045432,97.62870953271,-31.13019993121,0.0809,0.0856,0.4058,0.1011,-1.014,0.113,5.979,0.11,0,18.066381,0.003008,18.644533,0.020652,17.369865,0.013258,1.274668
15.0583,97.1997546755538,-31.0946639511554,97.19976010969,-31.0946190756,0.0275,0.0312,0.743,0.0367,1.047,0.04,10.097,0.043,0,16.339079,0.002794,16.75305,0.005384,15.753267,0.004515,0.999783
15.0609,97.1205566522708,-31.1928214932578,97.12055573785,-31.19281115548,0.0456,0.0521,0.0936,0.0605,-0.176,0.063,2.326,0.065,0,17.269043,0.002863,17.700348,0.009615,16.664038,0.007176,1.03631
15.062,97.610858318861,-31.1118839305855,97.61086068602,-31.11187553503,0.2337,0.2702,-0.145,0.3228,0.456,0.36,1.889,0.349,0,19.74703,0.004567,20.171396,0.060872,19.196091,0.045529,0.975306
15.0637,97.5622666986857,-31.488487128815,97.56227834734,-31.48843697326,0.5893,0.6851,0.9439,0.8548,2.235,0.703,11.285,0.787,0,20.705873,0.009373,21.125345,0.160753,19.587559,0.078201,1.537786
15.0637,97.67828518109,-31.21577813402,97.67828518109,-31.21577813402,2.1423,1.9513,,,,,,,0,21.047541,0.020811,21.206038,0.265721,19.991703,0.119495,1.214334
15.0643,97.3821943124235,-31.0311253538378,97.38219322321,-31.03111189606,0.0218,0.0249,0.4395,0.0287,-0.21,0.03,3.028,0.03,0,15.82463,0.002777,16.161079,0.003809,15.322317,0.004452,0.838762
15.0669,97.2489346005285,-31.4999441136216,97.24894706377,-31.4999240514,0.4098,0.4808,0.9696,0.6057,2.391,0.517,4.514,0.619,0,20.427765,0.007101,21.357121,0.115797,19.282286,0.047963,2.074835
15.0688,97.6077591268746,-31.4553844358622,97.60775884032,-31.45536237364,0.3505,0.4328,-0.2383,0.5177,-0.055,0.442,4.964,0.515,0,20.32485,0.005988,20.789194,0.200954,19.410177,0.064997,1.379017
15.0708,97.1067599557831,-31.3313751638477,97.10676348876,-31.33137086607,0.5213,0.5466,0.3399,0.6279,0.679,0.78,0.967,0.694,0,20.456295,0.007025,21.274525,0.121655,19.626307,0.05674,1.648218
15.0724,97.11033354018,-31.21965816547,97.11033354018,-31.21965816547,1.3848,6.7516,,,,,,,0,21.064144,0.020053,21.382069,0.67722,19.873156,0.219243,1.508913
15.0865,97.147002596532,-31.4174558410174,97.14699295657,-31.41745814324,0.0103,0.0119,0.7931,0.0142,-1.851,0.014,-0.518,0.015,0,14.171299,0.002764,14.480032,0.002857,13.702268,0.003851,0.777764
15.0877,97.2341442844589,-31.0714764992407,97.23415417975,-31.07147998813,0.1291,0.1491,0.8232,0.1753,1.907,0.183,-0.785,0.181,0,19.050747,0.003516,19.888945,0.041007,18.188221,0.015634,1.700724
15.0879,97.3320694046398,-31.0363312711611,97.33205246385,-31.03631676894,1.0032,0.9677,-0.6132,1.2961,-3.266,1.481,3.263,1.34,0,20.811357,0.012153,21.187746,0.221737,20.141518,0.228561,1.046228
15.0925,97.3779982666284,-31.0308310761511,97.37799486933,-31.03082360504,0.3238,0.3793,0.4289,0.447,-0.655,0.471,1.681,0.45,0,20.139326,0.00568,20.743649,0.118799,19.202101,0.049281,1.541548
